,title,created_utc
226,Japanese court rules same-sex couples not being able to marry is 'unconstitutional': Kyodo,03-16-2021 22:53:43
227,Pentagon officials and Iraqi intelligence confirm Ukrainian plane was shot down,01-09-2020 11:20:57
228,'Shootings' reported in central Paris: Reports of shooting and casualties in central Paris,11-13-2015 16:05:26
229,"Taiwan says WHO not sharing coronavirus information it provides, pressing complaints",03-30-2020 10:05:19
230,"A combination of drugs touted by US president Donald Trump as an “extremely successful” Covid-19 treatment increases the chances of death among patients by 27 per cent, a study has found.",08-27-2020 12:59:12
231,"""So easy I thought it was fake."" Canada's CERB system, used to give money to those who have lost their job due to COVID-19, gets stellar reviews in its first days of operations.",04-08-2020 17:33:09
232,Turkey: Human rights lawyer Ebru Timtik has died of a hunger strike she launched in prison to demand a fair trial for herself and colleagues. She had been fasting for 238 days.,08-28-2020 19:19:31
233,Jane Goodall calls for global ban on wildlife trade and end to 'destructive and greedy period of human history',04-10-2020 17:39:07
234,"Tesla quietly shipping hundreds of battery packs to be paired with solar panels to Puerto Rico ever since the storm cleared: Tesla employees are currently installing the batteries and repairing solar systems, as well as coordinating efforts with local organizations.",09-29-2017 12:11:15
235,Italian priest who gave respirator to younger patient dies of disease - A 72-year-old priest who gave his respirator to a younger Covid-19 patient he did not know has died from coronavirus.,03-24-2020 09:49:42
236,'I'm not comfortable living here': More Americans did actually move to Canada since Trump's 2016 election,09-12-2020 09:12:09
237,US House of Representatives votes to recognize Armenian genocide,10-29-2019 17:39:36
238,Russia 'fires on and seizes Ukraine ships',11-25-2018 14:46:57
239,The EU Suppressed a 300-Page Study That Found Piracy Doesn’t Harm Sales,09-21-2017 20:57:08
240,North and South Korea reportedly set to announce official end to war,04-17-2018 07:01:19
241,Catalans declare independence from Spain,10-27-2017 09:28:48
242,Fidel Castro is dead at 90.,11-26-2016 00:25:36
243,Poland and Denmark exclude tax haven companies from coronavirus relief schemes,04-20-2020 05:42:00
244,"Massive ""I Love America"" Facebook page, pushing pro-Trump propaganda, is run by Ukrainians",09-23-2019 06:45:11
245,900 suspected pedophiles arrested as darknet child porn kingpin jailed for 30yrs,05-06-2017 12:38:30
246,"China harvesting organs of Uighur Muslims, The China Tribunal tells UN. They were ""cut open while still alive for their kidneys, livers, hearts, lungs, cornea and skin to be removed and turned into commodities for sale,"" the report said.",09-28-2019 13:24:53
247,30 Taliban militants killed in explosion during bomb-making class,02-15-2021 17:25:38
248,The Eighth Amendment which effectively banned abortion in the Republic of Ireland has been formally repealed,09-18-2018 16:08:20
249,India has planted nearly 66 million trees in 12 hours,07-02-2017 09:46:00
250,Protestors Rally Outside Blizzcon 2019 with 'Winnie the Pooh' Costumes,11-01-2019 13:25:04
251,North Korea frees US detainees,05-09-2018 08:38:21
252,James Murdoch says he quit father's news empire because it legitimises ‘disinformation',10-10-2020 20:39:02
253,Scotland to be first country to have universal free period products,11-24-2020 08:56:20
254,Disaster is unfolding in Syria as videos emerge of US allies being slaughtered and hundreds of ISIS prisoners escape during airstrikes,10-13-2019 16:28:46
255,US prosecutors invite Prince Andrew to 'talk to us' after arrest of Ghislaine Maxwell,07-02-2020 15:06:12
256,"Palestinian Head of internal medicine of main hospital, Dr Ayman Abu al-Ouf, killed along with 12 members of his extended family.",05-20-2021 11:19:59
257,Prince Charles spent 75 minutes longer than scheduled trying to convince Donald Trump of the dangers of climate change but the president still insisted the US was “clean” and blamed other nations for the crisis.,06-05-2019 04:06:38
258,Hong Kong Protesters Burn LeBron James Jerseys After China Comments,10-15-2019 11:15:56
259,"Australian supermarket Woolworths will open its doors exclusively to the elderly and people with disabilities for a dedicated shopping hour, after panic buying due to the coronavirus",03-15-2020 17:23:46
260,Macron calls Biden victory a chance to ‘make our planet great again’,11-13-2020 20:34:49
261,New Zealand has no Covid-19 patients in hospital and only 21 active cases remain,05-26-2020 21:12:24
262,"Syria is signing the Paris climate agreement, leaving the US alone against the rest of the world",11-07-2017 07:59:38
263,Doctor who warned prime minister Boris Johnson about PPE dies with COVID-19,04-09-2020 15:25:27
264,Former French President Nicolas Sarkozy has proposed that Europe should impose a carbon tax on American imports if Donald Trump pulls the United States out of the Paris climate pact.,11-14-2016 19:54:46
265,UK declares China in breach of 1984 Hong Kong declaration,03-13-2021 16:02:36
266,The United Nations High Commissioner for Human Rights on Thursday condemned the string of police killings of unarmed African Americans and called for U.S. officers who use excessive force to be charged and convicted for their crimes,05-28-2020 14:58:30
267,"President Trump is apparently not a fan of Best Picture Oscar winner “Parasite,"" mainly complaining that the movie was made in South Korea. ''Parasite's'' U.S. distributor shot back on Twitter, suggesting Trump would have trouble reading the subtitles.",02-21-2020 05:03:21
268,France to make vaccination mandatory from 2018 as it is 'unacceptable children are still dying of measles',07-05-2017 07:12:03
269,Trudeau says 'shocking' riot in Washington was incited by Trump,01-08-2021 12:09:35
270,Pandora will no longer sell mined diamonds and will switch to exclusively laboratory-made diamonds.,05-04-2021 05:23:46
271,Bill Gates funding the construction of factories for 7 different vaccines to fight coronavirus,04-03-2020 09:44:19
272,China suddenly takes BBC news off air after Muslim detention camps mentioned,02-23-2019 21:40:06
273,Nearly 500 million animals killed in Australian bushfires,12-28-2019 06:43:48
274,Confirmed Coronavirus Cases Are Growing Faster In The United States Than Any Other Country In The World,03-21-2020 09:08:29
275,Blizzard bans 3 more 'Hearthstone' players for holding up pro-Hong Kong protest signs during a livestream,10-17-2019 10:51:40
276,"Venezuela President Maduro breaks relations with US, gives American diplomats 72 hours to leave country",01-23-2019 15:27:15
277,Manchester bomber was banned from his local mosque and reported to the authorities at least 5 times,05-26-2017 11:36:30
278,'I saved his a--': Trump boasted to Woodward that he protected Saudi Crown Prince Mohammed bin Salman after Jamal Khashoggi's brutal murder,09-10-2020 12:50:50
279,US Diplomat's wife flees the UK and hides behind diplomatic immunity after killing 19 year old in a head on collision.,10-05-2019 07:43:06
280,Canada: House passes bill to federally legalize recreational marijuana,11-27-2017 20:49:09
281,Saudi Arabia: King Salman orders driving licenses for women,09-26-2017 14:58:48
282,Facebook bans Holocaust denial amid ‘rise in anti-Semitism and alarming level of ignorance’,10-12-2020 11:04:00
283,Jared Kushner 'greenlit' arrest of Jamal Khashoggi in phone call with Saudi Prince,11-04-2019 05:11:30
284,Elephant poachers shot dead by rangers at wildlife reserve in Kenya.,06-07-2018 12:21:42
285,"Only 9% of Britons want life to return to 'normal' once lockdown is over - People have noticed significant changes during the lockdown, including cleaner air, more wildlife and stronger communities.",04-17-2020 10:20:20
286,'Anti-vax' movement blamed for 30 per cent jump in measles cases worldwide,12-01-2018 04:06:24
287,$300M Puerto Rico recovery contract awarded to tiny utility company linked to major Trump donor,10-24-2017 09:40:34
288,Coronavirus: Boris Johnson says easing lockdown would 'throw away effort and sacrifice of British people'.,04-27-2020 05:23:57
289,Germany has told China to stop threatening Europe as Merkel hardens her stance towards Beijing,09-02-2020 09:04:09
290,SpaceX shoots Nasa astronauts into space in historic mission,05-30-2020 15:24:40
291,"Coca-Cola will not ditch single-use plastic bottles because consumers still want them, firm's head of sustainability told BBC. The giant produces plastic packaging equivalent to 200,000 bottles a minute. In 2019, it was found to be most polluting brand of plastic waste by Break Free from Plastic.",01-21-2020 21:50:46
292,Amnesty International: U.S. police must end militarized response to protests,05-31-2020 08:58:22
293,Kim Jong-un crosses into South Korea,04-26-2018 20:32:58
294,David Attenborough calls for global $500 billion a year investment in nature,09-30-2020 13:00:33
295,Amazon warehouse workers around the world are striking for Prime Day - Thousands of workers at Amazon fulfillment centers and warehouses around the globe are going on strike today to bring attention to the working conditions they endure,07-15-2019 14:44:38
296,"An anti-Putin blogger was murdered in a French hotel, and the killing has the hallmarks of the Russian hit squad causing chaos in Europe",02-06-2020 08:30:02
297,"Sandwiches in Subway ""too sugary to meet legal definition of being bread"" rules Irish Supreme Court",09-30-2020 05:33:40
298,Anti-vax Movement Listed by World Health Organization as One of the Top 10 Health Threats for 2019,01-16-2019 11:18:07
299,Trump says he feels 'unwelcome' in London due to protests,07-12-2018 18:55:18
300,Leaked emails for Mark Zuckerberg show Facebook 'struck secret deals over user data',12-06-2018 10:41:30
301,"""He is a terrorist. He is a criminal. He is an extremist. But he will, when I speak, be nameless."" - Jacinda Arderns extraordinary speech to parliament",03-18-2019 22:32:55
302,Woman who accused Indian politician of rape hit by truck after father dies in police station,07-29-2019 14:17:01
303,Vladimir Putin Just Officially Banned Same-Sex Marriage in Russia And Those Who Identify As Trans Are Not Able To Adopt,04-11-2021 02:05:28
304,Mars Rover Opportunity Is Dead After Record-Breaking 15 Years on Red Planet,02-13-2019 14:20:55
305,It's Official: Solar Is the Cheapest Electricity in History,10-24-2020 21:22:55
306,Rhino Poacher Trampled By An Elephant And Then Eaten By Lions,04-06-2019 18:36:57
307,Assassins killed Panama Papers journalist with text message bomb,12-07-2017 13:16:39
308,WHO Recommends Rescheduling Cannabis in International Law for First Time in History,02-09-2019 12:18:15
309,Major prison strike spreads across US and Canada as inmates refuse food,08-23-2018 09:02:42
310,Koalas ‘Functionally Extinct’ After Australia Bushfires Destroy 80% Of Their Habitat,11-23-2019 15:23:03
311,Iran says it 'unintentionally' shot down Ukrainian jetliner,01-10-2020 22:47:22
312,"Greta Thunberg warns world leaders that 'we will not let you get away with this' | Addressing the UN climate summit in NYC, she said: ""This is all wrong. I shouldn't be up here. I should be back in school on the other side of the ocean. Yet you all come to us young people for hope. How dare you?""",09-23-2019 11:17:17
313,Donald Trump tells Theresa May he won't visit the UK unless she bans protests,01-25-2018 16:12:43
314,Right-Wing Trumpist News Site Busted as Putin Troll Farm Operation,10-01-2020 11:34:24
315,North Korea accepts offer from South to meet for peace talks,01-04-2018 21:36:32
316,U.S. Admits That Congressman Offered Pardon to Assange If He Covered Up Russia Links,09-18-2020 09:11:16
317,13 million sign petition urging all nations to ban nuclear weapons.,01-14-2021 06:14:20
318,New Zealand wants to ban cigarette sales to anyone born after 2004 as part of plan to make nation ‘smoke free’ by 2025,04-16-2021 07:17:52
319,"China furious, Hong Kong celebrates after US move on bills (also, they're calling it a “'Thanksgiving Day' rally”)",11-28-2019 12:16:28
320,"Israeli Jewish Antifa hacks KKK website, doxxes members",02-03-2021 15:05:49
321,"Time has come for four-day week, say European politicians",11-15-2020 18:37:26
322,"‘No logic’: World reacts to Trump’s decision to cut ties with World Health Organisation. 'Given the scale of the outbreak in the US, this appears nothing short of an attempt to refocus attention away from how this has been handled'",05-31-2020 10:19:53
323,"Canada considering proposal to void patents of major US pharmaceutical companies in midst of trade disputes. The plan would target valuable U.S. patents, granting Canada’s generic pharmaceutical firms the right to copy, sell and potentially export American drugs.",09-20-2018 07:51:53
324,"Barbados to remove Queen Elizabeth II as head of state and declare republic - ‘The time has come to fully leave our colonial past behind,’ says PM",09-16-2020 05:05:21
325,Schwarzenegger planning to sue oil companies for 'knowingly killing people all over the world’,03-12-2018 07:51:23
326,Pope Francis calls Trump’s family separation border policy ‘cruelty of the highest form’,10-22-2020 17:48:41
327,"Oxygen Supply Just Failed in Part of The ISS, But Everyone Is Safe So Far",10-16-2020 10:37:50
328,"Hate crimes up 97% overall in Vancouver last year, anti-Asian hate crimes up 717%",02-24-2021 12:08:01
329,Americans Go Home: Canadians Track U.S. Boaters Sneaking Across The Border,08-02-2020 08:15:12
330,Vladimir Putin Faces Mass Russia Protest as Alexei Navalny Disappears in Prison System,04-07-2021 20:04:07
331,Rushed Amazon warehouse staff reportedly pee into bottles as they're afraid of 'time-wasting' because the toilets are far away and they fear getting into trouble for taking long breaks,04-16-2018 07:01:47
332,Australian parents who refuse to vaccinate their children will now be given monthly fines,07-04-2018 04:24:37
333,"BBC caught up in another editing scandal, accused of editing audience reactions to show them clapping rather than laughing at Prime Minister Boris Johnson",11-24-2019 08:42:42
334,Boris Johnson admitted to the hospital,04-05-2020 16:16:29
335,Rubber bullets shot at Swiss journalists by US police,06-05-2020 06:58:44
336,"‘If you don’t think Covid is real, you’re an idiot,’ says Canadian politician",12-05-2020 11:34:02
337,"African leaders to launch landmark 55-nation trade zone: It took African countries four years to agree to a free-trade deal in March. The trade zone would unite 1.3 billion people, create a $3.4 trillion economic bloc and usher in a new era of development across the continent",07-07-2019 14:15:21
338,"Trump should quit and 'not be embarrassing,' says Czech president, who was an early Trump ally",11-19-2020 07:20:56
339,Finland will jail men who send unsolicited 'd**k pics' under new proposals,10-13-2020 13:36:03
340,"Canadian dies after being held in U.S. immigration detention centre with COVID-19 outbreak - James Hill, a 72-year-old Canadian national in ICE custody passed away on Aug. 6, 2020 at the Farmville detention centre in Virginia after contracting COVID-19 at the crowded, squalid facility.",08-06-2020 22:33:36
341,Brexit has now cost more than the International Space Station,09-19-2020 12:24:05
342,US appeals court upholds suspension of Trump travel ban,02-09-2017 18:18:27
343,"People no longer believe working hard will lead to a better life, survey shows",01-20-2020 11:20:13
344,"New Zealand's Deputy Prime Minister shuts down American Covid-19 denier at campaign event: ""We’ve got someone who obviously got an education in America""",10-13-2020 04:05:06
345,"Girl, 8, pulls a 1,500-year-old sword from a lake in Sweden",10-04-2018 18:00:05
346,"Trump's son tweets name of alleged Ukraine whistleblower - Trump's son published on Wednesday the name of the alleged anonymous whistleblower whose complaint fired the impeachment inquiry against Trump, breaking strict conventions for protecting officials who reveal wrongdoing in government",11-06-2019 19:09:21
347,'The favour is returned': Native American Covid-19 relief fund thanks Irish people for their support.,05-05-2020 10:01:33
348,"David Cameron to Trump: Your ‘fake news’ act is ‘dangerous’ -- “‘Fake news’ is not broadcasters criticizing you, it’s Russian bots and trolls targeting your democracy,” says former British leader.",12-13-2017 20:02:57
349,Judge who jailed fracking protesters with 'excessive' sentence has family links to oil and gas firm,10-11-2018 04:50:07
350,"Trump now openly admits to sending Giuliani to Ukraine to find damaging information about his political opponents, even though he strongly denied it during the impeachment inquiry.",02-14-2020 04:59:35
351,Congress sends letter condemning Blizzard for Blitzchung Hong Kong scandal and urges that ban is reversed.,10-18-2019 17:50:46
352,Historian who confronted Davos billionaires leaks Tucker Carlson rant,02-20-2019 19:26:58
353,"Alexey Navalny in critical condition with risk of death at any moment, say doctors who demand to be admitted to him for emergency treatment",04-17-2021 10:27:38
354,"Less Than 24 Hours After Saying 'Time to Bring 'Em Home,' Trump Orders 1,800 US Troops to Saudi Arabia: ""Remember when Donald Trump tweeted that he was 'trying to end the endless wars?' That was yesterday.""",10-11-2019 17:21:47
355,President Trump on Wednesday ended an Obama-era requirement that the U.S. government publish an annual report on the number of people killed in drone strikes or other counterterrorism operations outside of war zones,03-06-2019 13:40:25
356,Filipino President tells Catholic Church to allow its priests to have boyfriends as most of them are gay anyway,01-11-2019 05:45:44
357,"Syria has accused President Donald Trump of stealing the country's oil, after U.S. officials confirmed that a U.S. company has been allowed to operate there in fields under the control of a Pentagon-backed militia.",08-20-2020 21:13:25
358,Vladimir Putin tries to rewrite history in speech pretending that the Soviets didn't help the Nazis start WWII. Polish PM furious.,12-31-2019 11:59:37
359,Denmark to cull entire 13 million mink herd as new mutation of Covid-19 discovered in mink farms. Mink export is roughly 1% of Denmark's entire GDP.,11-04-2020 10:18:06
360,Trump International Hotel Vancouver is permanently closed,08-28-2020 13:24:04
361,"Putin Ordered 2016 Democratic Hack, Bipartisan Senate Panel Says",08-18-2020 10:56:42
362,"Leaked Draft of Trump Executive Order to 'Censor the Internet' Denounced as Dangerous, Unconstitutional Edict: ""In practice, this executive order would mean that whichever political party is in power could dictate what speech is allowed on the Internet.""",08-12-2019 10:34:36
363,"A judge who was said to have died of a heart attack while overseeing a corruption trial involving the president's chief of staff in the Democratic Republic of Congo actually died of stab wounds to the head, the DRC's justice minister has revealed.",06-16-2020 19:00:36
364,"Cardinal George Pell, once the third most powerful man in the Vatican and Australia’s most senior Catholic, has been found guilty of child sexual abuse after a trial in Melbourne.",02-25-2019 19:02:41
365,"Kiwi tourists urged not to ride elephants in Thailand: ""A female elephant will be shot and then its baby is captured,"" Intrepid Travel co-founder Geoff Manchester says. ""That baby is then tortured until it's willing to submit to humans and it's then trained to do elephant riding.""",08-12-2018 06:38:33
366,Reports of large explosion in Beirut,08-04-2020 11:29:49
367,"Hong Kong protesters plan to withdraw as much money as possible from their banks or change their currency into US dollars, both to protect their own assets and to show the mainland that the semiautonomous island is more than just a cash cow.",08-15-2019 19:32:17
368,China asked the WHO to cover up the coronavirus outbreak: German intelligence service,05-09-2020 09:48:50
369,"China has reached its 2020 solar power target three years ahead of schedule, eclipsing Europe",08-30-2017 13:49:33
370,Putin Opponent Alexei Navalny Reportedly Poisoned by ‘Toxin’ in His Tea,08-20-2020 00:19:29
371,"Kenya's elephant population has more than doubled since the 1980s, and one national park is currently having a 'baby boom' thanks to a relief from drought — and the country's efforts to stop poachers.",08-16-2020 07:06:31
372,New Zealand Parliament unanimously declares 'severe human rights abuses' occurring against Uyghur in China,05-05-2021 00:11:59
373,3M refused Trump’s demand to divert 10 million N95 masks produced in Singapore to the US. The masks are produced in Singapore and exported to countries in Asia.,04-03-2020 12:55:11
374,"Britain's 'worst ever' child grooming scandal exposed: Hundreds of young girls raped, beaten, sold for sex and some even killed: Authorities failed to act over 40 years - despite repeated warnings to social workers - with up to 1,000 girls, some as young as 11, abused in Telford.",03-10-2018 23:49:42
375,US intelligence warned in November that coronavirus spreading in China could be 'cataclysmic event': report,04-08-2020 09:04:13
376,Saudi journalist and writer Turki Bin Abdul Aziz Al-Jasser has died after being tortured while in detention in Saudi-Arabia,11-06-2018 17:37:49
377,Uk Prime Minister Theresa May announces her resignation,05-24-2019 05:07:39
378,"On the Hottest Day in the History of France, Police Tear-Gas Peaceful Climate Change Protesters in Paris",06-29-2019 14:08:10
379,Russia bans 'disrespect' of government,03-11-2019 15:16:30
380,Kim Jong-un's nephew Kim Han-sol has reportedly been taken into protective custody by the CIA,11-22-2020 18:10:10
381,Reports that all 12 boys and their coach have been rescued from the Tham Luang Cave,07-10-2018 07:23:04
382,Trump and Russia’s Vladimir Putin Spoke Five Times in Just Three Weeks in an ‘Unusual Amount of Communication’,06-29-2020 18:07:24
383,House votes 251-170 adopting bipartisan provision that would require President Trump to get approval from congress before striking Iran,07-12-2019 14:07:10
384,We regret to inform you that one of our beloved moderators has passed away,07-31-2017 04:57:34
385,Canada is set to legalize recreational marijuana this week,06-06-2018 20:16:15
386,Three journalists were killed in Africa while investigating a private military business owned by the man behind Russia’s troll army,08-03-2018 15:10:12
387,NASA announces discovery of flowing water in Mars,09-28-2015 11:02:33
388,Germany passes law banning 'gay conversion therapy' for minors,05-07-2020 22:08:47
389,"No COVID-19 bailouts for firms that use tax havens, Prime Minister Justin Trudeau says",04-28-2020 23:54:07
390,"Irwin Family Has Helped More Than 90,000 Animals During Bushfire Emergency",01-04-2020 10:50:19
391,Anti-Putin blogger has his throat slit in a hotel room after vocally opposing the Russian President,02-10-2020 06:10:06
392,"16-year-old climate activist Greta Thunberg says meeting with Trump would be a ""waste"": ""Why should I waste time talking to him when he, of course, is not going to listen to me?""",08-13-2019 12:28:58
393,Canadian couple who got vaccine meant for Indigenous people may face jail time,01-28-2021 14:04:32
394,UK PM in intensive care,04-06-2020 15:17:30
395,"Hong Kong leader Carrie Lam to announce formal withdrawal of the extradition bill, meeting at least one key demand of protesters",09-04-2019 02:07:21
396,"Prince Andrew groped young woman at flat belonging to billionaire paedophile, court documents allege | The Independent",08-10-2019 09:55:21
397,At least two suspected poachers have been mauled to death and eaten by lions on a South African game reserve,07-05-2018 11:20:08
398,Boris Johnson's government is reportedly furious with China and believes it could have 40 times more coronavirus cases than it claims,03-29-2020 09:25:39
399,"Scientists call for ban on glitter, say it’s a global hazard",11-28-2017 18:30:12
400,Twitter ran paid ads from China's state news media criticising the Hong Kong protests,08-19-2019 06:15:57
401,Trained dogs were able to sniff out Covid-19 infections with 94% accuracy: study,07-27-2020 19:24:11
402,Multiple Whistleblowers Raise Grave Concerns with White House Efforts to Transfer Sensitive U.S. Nuclear Technology to Saudi Arabia,02-19-2019 12:31:02
403,COVID-19: Sikh doctors in Canada take ‘extremely difficult decision’ to shave beards.,05-06-2020 18:22:43
404,"Egypt seizes the Ever Given, saying its owners owe nearly $1 billion for Suez Canal traffic jam",04-13-2021 10:19:39
405,Russian opposition leader Alexey Navalny dupes spy into revealing how he was poisoned,12-21-2020 07:14:53
406,"Jacinda Ardern hits back at Trump: ""Anyone who was following outbreaks around the world would quite easily see New Zealand's nine new cases yesterday didn't compare to the tens of thousands in the United States.""",08-18-2020 01:46:31
407,"Exxon predicted in 1982 exactly how high global carbon emissions would be today | The company expected that, by 2020, carbon dioxide in the atmosphere would reach roughly 400-420 ppm. This month’s measurement of 415 ppm is right within the expected curve Exxon projected",05-14-2019 16:25:44
408,"Leaked notes obtained by the Telegraph say that when Theresa May asked for Trump to take a strong stand after Russia poisoned Sergei Skripal, Trump replied “I’d rather follow than lead.”",09-05-2020 20:19:56
409,Canada's House of Commons votes to legalize marijuana,06-18-2018 16:47:39
410,"Japanese government warns North Korea missile headed toward northern Japan, report says",08-28-2017 17:11:13
411,Zoom says China asked it to censor pro-democracy activists in US and it obeyed,06-12-2020 03:54:42
412,"US Can Do What It Wants But India's Stand On Net Neutrality is clear, Right to non-discriminatory internet access is non-negotiable : Telecom minister of India",12-16-2017 11:44:49
413,NASA Is the Latest to Offend China by Calling Taiwan a Country,03-31-2021 08:28:04
414,It’s now illegal in Russia to share an image of Putin as a gay clown,04-05-2017 17:17:44
415,"The Trump administration has formally notified Congress that it intends to sell nearly $500 million in precision bombs to Saudi Arabia, a transaction that will fuel criticism from lawmakers who oppose arming the Persian Gulf nation over its record of human rights abuses and role in the war in Yemen",12-24-2020 11:05:17
416,"Trump made a personal address to Kim Jong-un ""North Korea is not the paradise your grandfather envisioned. It is a hell that no person deserves.""",11-08-2017 08:42:58
417,"Neo-Nazi and National Front organiser quits movement, comes out as gay, opens up about Jewish heritage",10-17-2017 13:36:53
418,"Egypt discovers 100 intact, sealed and painted coffins and a collection of 40 wooden statues in 2020's biggest archaeological discovery in Egypt.",11-14-2020 08:20:58
419,"Trump is scapegoating the WHO - but failed to confirm a U.S. representative for 3 years: Experts say that left the U.S. without a senior voice in the global health body, surrendering influence to China as it worked to cover up the extent of the COVID-19 epidemic in Wuhan",04-20-2020 11:22:01
420,State Department deletes a statement condemning Russia over MH17 downing right after Trump's Putin summit,07-20-2018 15:27:05
421,"Putin blundered while shouting at Ukraine's president, Hollande says: Russian President Vladimir Putin became so enraged during a shouting match with Ukrainian President Petro Poroshenko that he revealed he was lying about Russia's role in a military uprising in eastern Ukraine.",09-03-2018 09:10:54
422,"UK will open path to citizenship for 3m Hong Kong citizens, PM says",07-01-2020 07:39:47
423,"Climate report: Scientists politely urge 'act now, idiots'; It's the final call, say scientists, the most extensive warning yet on the risks of rising global temperatures.",10-07-2018 22:48:09
424,"Structure of Notre Dame saved "" We can now say that the structure of Notre-Dame has been saved from total destruction"".",04-15-2019 17:12:25
425,"Trump Pushed CIA to Give Intelligence to Kremlin, While Taking No Action Against Russia Arming Taliban",07-08-2020 09:26:31
426,Trump accused of calling South Koreans 'terrible people' in front of GOP governor's South Korean-born wife,07-18-2020 09:09:52
427,Trump says the U.S. will cut ties with World Health Organization,05-29-2020 14:57:23
428,Scientists slam Donald Trump's environment chief over climate denial: 'It's like disputing gravity',12-08-2016 08:31:22
429,Trump openly admitted on live TV to doing the thing he's accused of in the impeachment inquiry: Trump admitted to holding up military aid to pressure Ukraine to investigate a baseless conspiracy that it interfered in the 2016 election.,11-22-2019 11:07:08
430,"Portugal to make Covid vaccine free, universal and perhaps even mandatory.",08-29-2020 16:04:04
431,"Covid-19 has damaged the trust Canadians have in their American neighbours, while U.S. residents collectively have more faith in their northern counterparts than they do in themselves, a new online poll suggests.",05-07-2020 08:56:13
432,"Gunman opens fire at mosque in Christchurch, New Zealand",03-14-2019 21:10:48
433,"The world's fastest supercomputer identified 77 chemicals that could stop coronavirus from spreading, a crucial step toward a vaccine.",03-19-2020 17:25:31
434,Japan to create first wooden satellites that completely burn up on re-entry to eliminate space junk,12-29-2020 08:29:17
435,Anyone refusing to wear a mask is made to dig graves for Covid-19 victims as punishment in East Java,09-14-2020 11:43:54
436,German Neo Nazis Are Getting Explosives Training at a White Supremacist Camp in Russia,06-06-2020 08:58:16
437,Coronavirus: Austria bans all gatherings of more than five people,03-15-2020 10:10:14
438,UK refuses to recognise Belarus election result amid mass protests,08-17-2020 05:43:56
439,"Nestlé sued over tonnes of dead fish in river. The head of a French fishing federation has lodged a complaint against global food conglomerate Nestlé, after thousands of fish were found dead in a river in north-eastern France.",08-14-2020 08:35:17
440,The U.S. has officially quit the UN Human Rights Council.,06-19-2018 17:15:57
441,Chinese social media censors hashtag 'I want freedom of speech' after coronavirus whistleblower doctor dies,02-07-2020 05:47:11
442,Facebook’s only Dutch factchecker has quit over the social network’s refusal to allow them to highlight political lies as being false. “What is the point of fighting fake news if you are not allowed to tackle politicians?” Hoekman asked.,11-27-2019 08:14:03
443,P.M Morrison Said He's Thankful Nobody Died In Kangaroo Island Bushfire That Killed Two,01-08-2020 20:23:34
444,"US government secretly admitted Trump's hurricane map was doctored, explosive documents reveal: 'This Administration is eroding the public trust in NOAA,' agency's chief scientist warns",02-01-2020 23:11:55
445,'UN actively passing names of Uighur dissidents to Chinese regime:' whistleblower,11-03-2020 04:11:33
446,"Mexican senate approves resolution calling for the government to suspend joint efforts on migration and security until Trump exhibits ""civility and respect"".",04-05-2018 14:42:42
447,"'Dad stop the burning, I beg you': Horrifying footage reveals badly-burned Kurdish children in Syria amid claims Turkey is using banned weapons such as napalm and white phosphorus",10-18-2019 06:57:44
448,Costa Rica completes 2016 without having to burn a single fossil fuel for more than 250 days. 98.2% of Costa Rica's electricity came from renewable sources in 2016.,01-01-2017 07:37:52
449,Early results of Hong Kong election suggest landslide win for pro-democracy camp,11-24-2019 13:01:06
450,U.S. slammed for coal pitch at climate talks: 'Like promoting tobacco at a cancer summit' | The Japan Times,11-16-2017 10:39:35
451,Leonardo DiCaprio pledges $43m to restore the Galápagos Islands,05-18-2021 08:30:53
452,"Justin Trudeau: Canada-US border will stay closed until US gets COVID-19 under control - ""The U.S. is not in a place where we would feel comfortable reopening those borders. We see the cases in the USA and elsewhere around the world, and we need to continue to keep these border controls in place.""",10-15-2020 14:55:17
453,"You Can Now Go to Jail in China for Criticizing Beijing’s Coronavirus Response: The Chinese government is ramping up its propaganda, and cracking down on criticism, as the virus spreads.",01-30-2020 09:16:19
454,Women burn burqas and men shave beards to celebrate liberation from Isis in Syria | The Independent,07-22-2017 13:53:52
455,Ireland to become the first EU state to label Israeli settlement programme 'annexation',05-25-2021 18:34:12
456,Kim Jong-un declares emergency & puts Kaesong City on total lockdown after 1st reported Covid-19 case in North Korea,07-25-2020 18:38:20
457,"""I'm prepared to be shot,"" says one protester as Russia’s youth takes the lead in countrywide protests against Putin.",01-28-2018 12:55:36
458,‘Human beings have overrun the world’: David Attenborough calls for an end to waste in impassioned plea to address climate change. ‘The world is not a bowl of fruit from which we can just take what we wish’,04-19-2020 20:22:15
459,China bans human consumption and trade of wild animals,02-24-2020 11:47:50
460,"Coronavirus: Doctors and nurses will need PTSD treatment after Covid-19 virus peaks in hospitals, warn health leaders",04-06-2020 22:21:23
461,"Anti-vaxxers are among the top 'threats to global health' in 2019, WHO declares.",01-19-2019 08:40:17
462,Google has banned the Zoom app from all employee computers over security vulnerabilities,04-11-2020 13:45:19
463,"Supreme Court of Canada says bankrupt energy companies must clean up old oil, gas wells before paying off creditors",01-31-2019 10:32:35
464,"Chinese media have mocked Donald Trump over plans to impose 25% tariffs on $50bn worth of Chinese goods, saying ""wise men build bridges but fools build walls""",06-16-2018 06:00:09
465,Jack Ma and other billionaires go missing in China after criticizing government,01-05-2021 04:11:23
