,title,created_utc
696,"'Congress Didn't Ask for a Summary': Demands to #ReleaseTheFullReport Surge After Barr Letter: ""I don't want a summary of the Mueller report. I want the whole damn report,"" said Sen. Bernie Sanders",03-25-2019 11:13:15
697,UK School cancels play about Darwin and evolution after Christian parents complain - It has provoked anger among other families who call the decision 'shameful',02-08-2019 02:20:20
698,Australia plans to ban convicted pedophiles from traveling overseas to protect vulnerable children in Southeast Asia from exploitation.,05-30-2017 01:18:44
699,Trudeau: It's 'insulting' that the US considers Canada a national security threat,06-03-2018 11:03:17
700,Hundreds of thousands of leaked emails reveal massively widespread corruption in global oil industry,03-30-2016 07:19:33
701,Official Chinese television has invented a fake French journalist defending the regime against allegations of genocide against the Uyghurs,04-01-2021 21:37:21
702,German court rules Facebook use of personal data illegal,02-12-2018 10:29:31
703,Exit poll declares improbable 79.7% victory for ‘dictator’ Lukashenko — as Belarus prepares for mass protests,08-09-2020 13:54:53
704,Hong Kong protester shot with live round during early morning clashes,11-10-2019 19:08:01
705,Boris Johnson loses majority as Tory MP Phillip Lee crosses floor to join Lib Dems,09-03-2019 10:42:38
706,Trump Claims Canada Wants Border Reopened. Canadians Disagree.,09-18-2020 18:51:56
707,"Women should decide whether to legalize abortion, Mexican president says",12-31-2020 12:52:03
708,"A Toronto police officer who beat a Black teenager so badly he lost an eye has been found guilty of assault, but not aggravated assault.",06-27-2020 09:46:47
709,Mexico's president-elect will cancel planned $1.36 billion U.S. helicopter order,07-11-2018 19:34:14
710,"Endangered rhino numbers ‘soar by 1,000%’ in Tanzania after crackdown on poaching gangs - And elephant populations have risen by nearly half in five years, thanks to a blitz on illegal ivory hunters, the president’s office said.",07-11-2019 05:48:12
711,"A coronavirus 'super-spreader' in India who refused to self-isolate sparked an outbreak that left 40,000 people in quarantine, officials say",03-28-2020 06:38:37
712,Chinese journalist who documented Wuhan coronavirus outbreak jailed for 4 years,12-28-2020 02:29:24
713,"Apple knew a supplier was using child labor but took 3 years to fully cut ties, despite the company's promises to hold itself to the 'highest standards'",01-01-2021 13:21:23
714,Legal Pot: Canada Will Sell Marijuana in Liquor Stores,12-09-2017 10:27:54
715,"France will not give in to terror after Nice attack, Macron says",10-29-2020 12:26:25
716,Spain approves national minimum income,05-29-2020 09:17:06
717,U.S. not invited to Canada’s upcoming trade meeting — only ‘like minded’ nations allowed,10-04-2018 11:41:09
718,Far-right extremism to be included in official terror warnings alongside Islamist threats for first time,07-23-2019 12:46:14
719,"Older generations receiving £150,000 more in ‘welfare dividend’ than millenials, UK think tank claims - ""Young people have been short-changed by a lack of decent pay growth, a lack of decent, affordable homes, and a state that expects them to pay more in order to receive less.""",11-05-2019 04:46:38
720,Rudy Pal Lev Parnas Releases Hour-Long Audio of Trump Calling for Ukraine Ambassador’s Firing,01-25-2020 15:24:00
721,Trump officials are bending over backwards to say he didn't threaten to commit a war crime after he repeatedly threatened to commit a war crime,01-06-2020 23:27:21
722,U.N. says it has credible reports China is holding 1 million Uighurs in secret camps,08-18-2018 16:15:05
723,"Trump Ordered Mueller Fired, but Backed Off When White House Counsel Threatened to Quit",01-25-2018 20:20:08
724,"5 straight days of no new cases of COVID-19 in Newfoundland, Canada",04-23-2020 12:00:37
725,"US, Saudis and Russia block climate report",12-09-2018 07:55:30
726,China makes criticizing CPP rule in Hong Kong illegal worldwide,07-08-2020 01:25:35
727,"Humanity has wiped out 60% of animals since 1970, major report finds",10-29-2018 20:09:52
728,Erdogan Threatens To Recognize Genocide Of Native Americans,12-15-2019 19:53:17
729,'Money talks': A $1.2 trillion fund manager is about to pull investment from companies that won't act on climate change,04-24-2018 05:07:39
730,"Scotland votes to end export of tear gas, rubber bullets, and riot gear to the United States",06-16-2020 20:57:43
731,'South Park' Scrubbed From Chinese Internet After Critical Episode,10-07-2019 10:21:46
732,Steve Bannon Is Behind Bogus Study That China Created COVID,09-15-2020 17:03:32
733,"20 Tons Of Nutella Stolen From Truck In Germany - Police are looking out for over $80,000 of sweet contraband. “Anyone offered large quantities of chocolate via unconventional channels should report it to the police immediately.”",08-19-2017 03:49:30
734,Rhino Numbers on the Rise: 16% increase in Nepal’s rhino numbers,04-11-2021 11:21:01
735,Climate Change Conference Erupts Into Laughter As US Rep Promotes Coal,12-12-2018 07:12:11
736,"British Supermarket giant ‘Tesco’ halts roll-out of charity Christmas cards after girl, 6, finds note from Chinese inmates The note urged whoever purchased the cards to contact a British man who had been imprisoned in China in the same jail.",12-22-2019 00:01:20
737,"Fewer than 4% of adults in Wuhan, China, tested positive for antibodies against COVID-19, putting the possibility of countries developing ""herd immunity"" against the virus without a vaccine in doubt.",10-23-2020 16:55:15
738,Trumps Immigration Ban Halted By Federal Court,01-28-2017 20:56:37
739,"Biden Administration Restores Aid To Palestinians, Reversing Trump Policy",01-26-2021 19:18:53
740,Shock as 81-y-o inmate dies after 40 years in prison without trial,06-05-2020 11:46:53
741,Seized pork dumplings from China test positive for African swine fever,01-27-2020 05:08:42
742,Super-rich call for higher taxes on wealthy to pay for Covid-19 recovery,07-13-2020 04:39:25
743,"Donald Trump was unaware the UK was a nuclear power, according to a book by his former national security adviser John Bolton",06-18-2020 05:27:51
744,Manchester Arena 'explosions': Two loud bangs heard at MEN Arena,05-22-2017 17:57:12
745,"Anti-vaxxer movement fuelling global resurgence of measles, say WHO",02-09-2019 06:15:36
746,"Oil crashes below zero, hitting almost -$40 per barrel",04-20-2020 14:34:14
747,The world is slowly turning against Crown Prince Mohammed Bin Salman even as Trump digs his heels in,11-28-2018 19:40:17
748,"Puerto Rican Government Quietly Admits 1,427 Died in Hurricane",08-09-2018 08:08:06
749,Amazon charged with market abuse in Germany and France. A huge fine could follow,11-10-2020 08:01:46
750,‘We will send police. With flame-throwers’: Italian mayors lose it at people refusing to self isolate,03-23-2020 14:09:33
751,Hong Kong protester stabbed in the neck and abdomen while handing out flyers,10-19-2019 07:22:39
752,David Attenborough has highlighted Australia as an “extraordinary” example of a country where people in power remained climate change deniers despite the country facing some of the worst effects of global heating.,07-10-2019 05:09:18
753,Catalonia has 'won right to statehood',10-01-2017 16:47:56
754,Germany hails couch potatoes as heroes of coronavirus pandemic,11-15-2020 08:22:59
755,China requires Everest climbers to carry their waste out with them,02-15-2019 06:42:26
756,Ireland quadruples contribution to WHO,04-16-2020 10:21:23
757,At least nine dead in Myanmar as police open fire with live rounds across several cities,03-03-2021 06:18:26
758,"Six crows trained to pick up cigarette ends and rubbish will be put to work next week at a French historical theme park, according to its president - Birds will be rewarded with food every time they bring a cigarette butt or other rubbish, says manager",08-11-2018 03:59:34
759,One of the first successful Russian-backed misinformation efforts of the 2020 election tricked Donald Trump Jr. and Ted Cruz into helping spread false claims about Portland protesters,08-12-2020 18:59:37
760,Hong Kong protesters hit pause to mark 9/11 attacks.,09-11-2019 02:29:16
761,"Coronavirus 10 times more deadly than swine flu, says WHO",04-13-2020 13:13:37
762,State Dept Is Working To ID Erdogan Bodyguards Who Beat Up Protesters In DC,05-17-2017 13:29:38
763,Coronavirus could trigger biggest fall in carbon emissions since World War Two,04-03-2020 02:20:47
764,"Church of England forgave paedophiles and allowed them to continue working with children, inquiry finds",10-06-2020 07:06:47
765,"After 102 days COVID-free, New Zealand reports it's first cases of community transmission",08-11-2020 05:26:11
766,Iceland does what the US won’t: 26 top bankers sent to prison for role in financial crisis,10-22-2015 10:43:01
767,U.S. Senate unanimously passes Hong Kong rights bill,11-19-2019 18:18:41
768,Sudan ratifies law criminalizing female genital mutilation,07-10-2020 21:24:36
769,U.S. no longer recognizes Lukashenko as president of Belarus after rigged election,09-23-2020 18:34:16
770,"'Paedophile hunters' do not violate right to privacy, UK Supreme Court rules as convict's appeal dismissed - 'The interests of children have priority over any interest a paedophile could have in being allowed to engage in criminal conduct'",07-15-2020 05:17:46
771,Kremlin critic Alexey Navalny in court ridicules claims he failed to contact authorities while in a coma,02-02-2021 07:31:19
772,"Costa Rica went 300 days using only renewable energy, beating their own 2015 record of of 299 days on renewable energy",12-09-2018 15:16:02
773,"Student in Peru makes history by writing thesis in the Incas’ language - A doctoral student in Peru has made history by becoming the first person to write and defend a thesis in Quechua – the language of the Incas, which is still spoken by millions of people in the Andes.",10-27-2019 08:15:02
774,Canadian Prime Minister Justin Trudeau on Monday said he wanted police forces across the country to wear body cameras to help overcome what he said was public distrust in the forces of law and order.,06-08-2020 14:26:57
775,China tells Donald Trump there is an 'international responsibility' to act over climate change,06-01-2017 05:10:12
776,Massive investigation reveals Ivanka's business ties to a Russian fraudster in a deal for a Panama Hotel that made Trump rich,11-19-2017 13:23:57
777,"US House approves Hong Kong Human Rights and Democracy Act, with Senate vote next",10-15-2019 17:26:58
778,Mexico's president called off a White House visit after Trump refused to say publicly that Mexico won't pay for the border wall,02-24-2018 21:05:08
779,Hong Kong protesters rally against China's Uighur crackdown. Many Hong Kongers are watching the scale of China's crackdown in Xinjiang with fear. A protest in support of the Uighurs was violently put down by riot police.,12-22-2019 09:15:18
780,Hong Kong Government Will Prioritize Bill to Make Booing China’s National Anthem Punishable by Prison,05-12-2020 03:01:40
781,Trump defends abandoning Kurds by saying they didn't help US in WWII,10-09-2019 17:07:11
782,Father at centre of measles outbreak didn't vaccinate children due to autism fears | CBC News,02-17-2019 13:38:27
783,"Taiwan election – Tsai Ing-wen wins second presidential term, beating Beijing-friendly rival",01-11-2020 07:25:43
784,"Volodymyr Zelenskiy, the comedian who last week won Ukraine’s presidential election, has dismissed an offer by Vladimir Putin to provide passports to Ukrainians and pledged instead to grant citizenship to Russians who “suffer” under the Kremlin’s rule.",04-28-2019 09:49:11
785,Khashoggi was to disclose Saudi use of chemical weapons in Yemen: source,10-29-2018 12:47:52
786,Cannabis May Pose a 'Long-Term Risk' to the Alcohol Industry,02-21-2019 13:22:13
787,"Trump White House associate George Nader was convicted of child porn charges in Virgina: ""And in 2003 he was convicted on 10 counts of sexually abusing underage boys in the Czech Republic, the AP reported""",03-17-2018 09:05:31
788,"Ireland: Private hospitals will be made public for duration of pandemic - The State will take control of all private hospital facilities - Health Minister: ""Patients with this virus will be treated for free, and they’ll be treated as part of a single, national hospital service.""",03-24-2020 13:18:55
789,"Germany bans far-right, pro-Nazi group, police raid homes",12-01-2020 03:27:08
790,"Iran's use of ‘electric shocks’ on gay children is torture, says UN report",02-12-2021 09:27:25
791,Coronavirus: France and Germany have announced second national lockdowns,10-28-2020 15:43:18
792,DNA Test Shows Subway’s Oven-Roasted Chicken Is Only 50 Percent Chicken,02-28-2017 10:17:35
793,Boris Johnson's Conservative party has received cash from nine Russian donors named in a suppressed intelligence report,11-10-2019 03:55:07
794,"Civil rights pioneer Viola Desmond, a black woman who refused to leave the whites-only section of a Canadian movie theatre in 1946 – nearly a decade before Rosa Parks’s act of defiance – has been honoured on the country’s newest $10 bill.",03-09-2018 16:40:12
795,Amazon reportedly tried to shut down a virtual event for workers to speak out about the company's coronavirus response by deleting employees' calendar invites,04-18-2020 10:51:08
796,Video sparks fears Hong Kong protesters being loaded on train to China,11-18-2019 13:20:55
797,"TikTok reportedly waited nearly 3 hours to call police in Brazil after a teen's death was livestreamed on the platform, but the company notified its own PR team almost immediately",02-06-2020 13:41:48
798,"Carnival slapped with a $20 million fine after it was caught dumping trash into the ocean, again",06-04-2019 13:50:14
799,France becomes first country in Europe to ban all five pesticides killing bees - France will take a radical step towards protecting its dwindling bee population on Saturday by becoming the first country in Europe to ban all five pesticides researchers believe are killing off the insects.,08-31-2018 21:55:54
800,"Mueller draft report says Trump ""helped Putin destabilize the United States,"" Watergate journalist says",01-13-2019 20:49:47
801,"Trump is “worst perpetrator of false information” in America, U.N. official monitoring freedom of expression says",12-30-2018 22:55:25
802,Kazakhstan abolishes death penalty,01-02-2021 08:54:47
803,"Boris Johnson to make protests that cause 'annoyance' illegal, with prison sentences of up to 10 years",03-15-2021 20:47:52
804,Coronavirus patients who refuse to self-isolate face murder charges in Italy,03-12-2020 08:04:24
805,10% of the worlds population is now under quarantine,02-15-2020 20:21:48
806,Key impeachment witness Vindman fired from White House job.,02-07-2020 18:02:46
807,"With 'Systemic Violations' of Worker Rights, US Comes in Dead Last in Labor Rankings of Wealthy Nations",06-19-2020 11:41:10
808,Impeachment to go ahead,12-05-2019 09:16:37
809,"China has refused repeated requests by the World Health Organisation to take part in investigations into the origins of COVID-19, a WHO representative in China has told Sky News",04-30-2020 13:17:50
810,Jair Bolsonaro is denounced in The Hague for genocide and crimes against humanity,07-26-2020 16:44:27
811,UN votes resoundingly to reject Trump's recognition of Jerusalem as capital,12-21-2017 12:17:44
812,"China Invents Rice That Can Grow in Salt Water, Can Feed Over 200 Million People",10-24-2017 00:26:20
813,"The Wuhan coronavirus has hit Xinjiang, where China has imprisoned at least 1 million Uighur Muslims. Its filthy detention camps will make inmates sitting ducks.",01-29-2020 10:15:42
814,Russian Police Major Falls From Window After Testifying Against Boss — Reports,07-16-2020 09:03:48
815,"After banning Animal Crossing, China to begin censoring online gaming by isolating Chinese players from world and requiring real-name logins",04-15-2020 20:11:15
816,Hong Kong protesters call for 'Mulan' boycott after star went public in support of police,08-16-2019 03:38:33
817,"Canada wants clearer warnings on junk food. The US is using NAFTA to stop them: Canada is poised to be the first high-income country to put warning labels on foods high in salt, sugar, and fat.",03-25-2018 14:44:47
818,Belarusian museum director who refused to sign false election protocol found dead,08-22-2020 09:08:57
819,Leader of Hong Kong democracy group attacked with hammers,10-16-2019 09:28:59
820,China says Kim Jong Un has agreed to denuclearize Korean Peninsula,03-27-2018 21:27:54
821,Mexico's solution to the Covid-19 educational crisis: Put school on television,08-28-2020 06:10:16
822,Trump leaked to the Russians that Israel successfully hacked ISIS computers,06-12-2017 06:16:26
823,The far-right Australian politician who blamed the New Zealand mass shooting on immigration was voted out of office,05-19-2019 08:00:39
824,"Hundreds protest in Moscow against reforms that could keep Putin in power, chant calls for Putin to resign and hold up banners against the reforms",07-15-2020 14:27:51
825,Navalny arrested in Russia,01-17-2021 13:02:44
826,The largest dark web child pornography site in the world has been taken down after IRS followed Bitcoin transactions,10-17-2019 02:47:05
827,Canadian Prime Minister Justin Trudeau said Friday that black and indigenous people in Canada do not feel safe around police after a police dashcam video emerged of the violent arrest of a Canadian aboriginal chief.,06-12-2020 17:36:21
828,The Pope gave Donald Trump a 192-page letter he wrote on climate change,05-24-2017 19:44:22
829,"Biden signs orders to end ‘Muslim ban’, rejoin Paris climate deal",01-20-2021 19:45:51
830,"The Amazon is burning at alarming rate, and smoke covered São Paulo",08-21-2019 04:22:45
831,"Major COVID-19 breakthrough from Melbourne Scientists: research team has been able to map in detail the way a patient’s immune system responded to COVID-19, revealing the weapons it used to combat the new killer. Could fast-track development of treatments and vaccines.",03-16-2020 18:30:43
832,Trump sacks Rex Tillerson as state secretary,03-13-2018 08:49:59
833,Google will soon ban fake news sites from using its ad network - Cutting off their revenue streams,11-15-2016 07:58:54
834,Canada Just Ruled to Uphold Net Neutrality,04-20-2017 21:18:17
835,"'Just Because He Does It in the Open Does Not Make Abuse of Power OK': Outrage After Trump Asks China to Investigate Bidens: ""Let's be very clear what’s happening here: Trump is openly asking foreign governments to interfere in the 2020 presidential election against his political rivals.""",10-03-2019 22:11:57
836,Trump Announces to Seek Peace with Iran,01-08-2020 11:41:56
837,"Fatal explosions in Sri Lanka at Catholic churches, reportedly 20+ dead, 50+ taken to hospital",04-21-2019 00:30:16
838,Kushner Under Fire for Receiving $30M From Israeli Firm While Shaping Middle East Policy,01-08-2018 10:38:52
839,"Tesla Fined $16K Per Owner for Throttling Battery Capacity, Charging Speed in Norway",05-24-2021 18:50:32
840,"A group of 44 prisoners all died in one night in a prison in Chad because they were all kept in the same cell in 46C heat, an investigation has concluded.",08-09-2020 06:26:01
841,Al Jazeeera office in Gaza destroyed by Israeli air strike | Gaza News,05-15-2021 08:30:32
842,Coca-Cola Named The World’s Most Polluting Brand … Again.,11-03-2019 00:45:30
843,Donald Trump skips G7 talks on climate crisis and Amazon fires,08-26-2019 08:47:11
844,"A senior judge has resigned from one of the UN’s international courts in The Hague citing “shocking” political interference from the White House and Turkey - The German judge, claimed the US had threatened judges after moves were made to examine the conduct of US soldiers in Afghanistan",01-28-2019 12:14:24
845,Carlsberg glues beer cans together becoming one of the first breweries to abandon plastic rings,10-02-2018 12:41:53
846,"With just 5 cases in the community, New Zealand makes mask use mandatory on public transport.",11-15-2020 22:24:27
847,"'Total Massacre' as U.S. Drone Strike Kills 30 Farmers in Afghanistan | Amnesty International said the bombing ""suggests a shocking disregard for civilian life.""",09-19-2019 13:33:32
848,"One hundred years after the guns of World War One fell silent, the leaders of France and Germany held hands and rested their heads against one another in a poignant ceremony to mark the signing of the Armistice peace agreement.",11-10-2018 20:01:04
849,"Fox New's fake expert on violent immigrants in Sweden turns out to be a violent Swedish immigrant in the US, Swedish media reports.",02-24-2017 17:59:06
850,"Trump offered Kim Jong Un a ride home on Air Force One after their second summit, new series reveals",02-21-2021 10:51:43
851,TikTok Bans Conversion Therapy and White Supremacist Content,10-22-2020 04:10:44
852,Explosive New Emails Add To Pile Of Evidence That Trump Personally Ordered Ukraine Aid Freeze,01-02-2020 11:36:05
853,Prominent Bangladeshi photographer and human rights activist abducted hours after giving interview on Al Jazeera about 2018 Bangladesh Student Protest.,08-05-2018 14:00:57
854,Canada bans artificial trans fats in all foods starting Monday,09-16-2018 12:40:09
855,All of Puerto Rico is without power,04-18-2018 13:11:41
856,Poll finds 79% of Canadians think masks should mandatory in public,07-18-2020 13:03:35
857,"11 Russian politicians signed an open letter demanding an independent doctor be immediately allowed to see Navalny. ""You, the President of the Russian Federation, personally bear responsibility for the life of [Navalny] on the territory of the Russian Federation, including in prison facilities""",04-18-2021 13:51:41
858,"Climate change: Greta Thunberg calls out the 'haters'. ""Going after me, my looks, my clothes, my behaviour and my differences"". Anything, she says, rather than talk about the climate crisis.",09-28-2019 06:16:06
859,Saudi Arabia admits journalist Jamal Khashoggi was killed after a fight broke out in consulate,10-19-2018 18:08:23
860,"Colombia's top sniffer dog has been moved to ensure her safety, after a drug gang put a price on her head. Sombra (Shadow) found almost 10 tonnes of the gang's cocaine and helped bring about the arrest of 245 suspects",07-26-2018 07:05:43
861,Syria 'finds body of archaeologist Khaled al-Asaad beheaded by ISIS,02-09-2021 06:09:48
862,"A former US Ambassador to Saudi Arabia just warned Trump against accepting Saudi denials regarding the disappearance of Jamal Khashoggi. ""Let's remember, this is the same King Salman who told me after 9/11 that the 9/11 attacks were an Israeli plot.""",10-15-2018 11:13:28
863,7 officials confirmed Trump tried to get Ukraine to investigate the Bidens as part of a quid pro quo,11-20-2019 17:44:51
864,Donald Trump claims he has 'absolute right to pardon myself',06-04-2018 09:51:22
865,‘It’s like nothing we have come across before’: UK intelligence officials shaken by Trump administration’s requests for help with counter-impeachment inquiry,11-02-2019 04:45:49
866,U.N. Reclassifies Cannabis as a Less Dangerous Drug,12-02-2020 06:46:42
867,"Puerto Rico Rejects Loan Offers, Accusing Hedge Funds of Trying to Profit Off Hurricanes",09-28-2017 20:28:37
868,Female Kurdish politician ‘executed’ by pro-Turkish militants as civilian death toll rises to 38 in Syria offensive,10-13-2019 10:00:02
869,The United Kingdom exits the European Union,01-31-2020 17:59:10
870,Confirmed: Morocco Will Legalize Cannabis Next Week,02-25-2021 10:01:47
871,New Evidence Suggests Young Children Spread Covid-19 More Efficiently Than Adults,08-03-2020 15:54:05
872,"Men who father children by rape should be blocked from automatic parental rights, UK MP says",04-14-2019 11:18:31
873,Russian Editor Dies After Setting Herself On Fire In Front Of An Interior Ministry Office,10-02-2020 12:12:52
874,52 passengers on one flight from Delhi to Hong Kong test positive for coronavirus after landing - despite all presenting a negative test while boarding,04-27-2021 07:32:49
875,"Large firms will have to publish and justify their chief executives' salaries and reveal the gap to their average workers under proposed new laws. UK listed companies with over 250 staff will have to annually disclose and explain the so-called ""pay ratios"" in their organisation.",06-10-2018 06:08:58
876,"Japanese animation studio Kyoto Animation hit with explosion, many injured",07-17-2019 23:36:17
877,US protests: British photographer arrested and charged for “unlawful assembly” - Adam Gray said he had been taking photos of demonstrators near Union Square in New York City on Saturday evening when he was thrown to the ground by one police officer before several other officers climbed on top of him,06-09-2020 05:02:35
878,‘Please stop this nonsense’: Japanese decry boomer-era technology as hospitals file Covid-19 cases by fax,05-05-2020 18:01:25
879,Scottish parliament votes to hold new independence referendum,01-29-2020 17:21:30
880,"Japan’s Kyoto cherry blossoms peak on earliest date in 1,200 years, a sign of climate change",03-29-2021 19:24:57
881,"Chinese billionaire Jack Ma donates to each one of the 54 African countries 20,000 testing kits, 100,000 masks and 1,000 medical use protective suits and face shields.",03-16-2020 15:22:37
882,"Trump thought Turkey was bluffing and would never actually invade Syria, report says",10-14-2019 07:36:12
883,The EU and national funders launch a plan to make all publicly funded research available for free instead of scientific publications hiding it behind their pay walls.,09-04-2018 06:58:37
884,At least two boys have been successfully rescued from the flooded Luang cave Sunday afternoon.,07-08-2018 07:13:28
885,"Sinkhole opens near the Pantheon in Rome, revealing 2,000-year-old Roman paving stones | Luckily, no one was hurt when the sinkhole collapsed on the afternoon of April 27, because the normally crowded piazza was empty due to the COVID-19 pandemic",05-11-2020 21:17:08
886,Estonia to become the only country in the world with a female president and female prime minister,01-27-2021 03:28:20
887,Wikipedia is currently under a DDoS attack and down in several countries.,09-06-2019 19:43:46
888,"State Dept reverses visa ban, allows travelers with visas into U.S. - official",02-04-2017 10:56:10
889,WHO says mutant mink coronavirus outbreak in Denmark is a 'concern',11-08-2020 13:55:26
890,The United States' main allies are abandoning Trump over his 'dangerous escalation' with Iran,01-05-2020 10:21:40
891,Hong Kong Asked 8 Global PR Firms To Help Rebrand Its Image After Months Of Protests. Everyone Said No.,09-17-2019 05:19:54
892,Thousands gather in Belarus to mourn protester who was beaten to death by undercover policeman,11-13-2020 09:39:03
893,China hotel collapse: 70 people trapped in building used for coronavirus quarantine,03-07-2020 09:51:52
894,Luxembourg calls Trump a 'criminal' and 'political pyromaniac who should be sent to criminal court',01-12-2021 16:17:43
895,Pope admits clerical abuse of nuns including sexual slavery,02-05-2019 15:04:30
896,Hospital staff in Wuhan are wearing adult diapers because they don't have time to pee while caring for an overwhelming number of coronavirus patients,01-25-2020 09:12:56
897,"Kremlin, on Trump Syria tweet, says 'We don't do Twitter diplomacy'",04-11-2018 12:14:31
898,Costa Rica becomes first Central American country to legalize same-sex marriage,05-26-2020 05:50:40
899,A law requiring mandatory measles vaccinations for kindergartens and schools came into force on Sunday in Germany. Parents can be fined thousands of euros if they violate the law.,03-01-2020 16:15:54
900,"Police investigating the Manchester Arena bomb attack have stopped sharing information with the US after leaks to the media, the BBC understands.",05-25-2017 03:04:35
901,"The world should stand up to China over Hong Kong, activist Nathan Law says",07-02-2020 21:19:27
902,"Justin Trudeau: 'The World Is In Crisis, And Things Are About To Get Much Worse'",09-26-2020 14:01:46
903,"'Sex with minor wife is to be considered rape', says Supreme Court of India",10-11-2017 03:59:02
904,White House condemns China for delaying Hong Kong elections despite Trump suggesting same for US,07-31-2020 11:45:38
905,Princes Charles and William refused to meet Trump: report,07-15-2018 08:23:20
906,Japan to pay at least 536 million for companies to leave China,07-20-2020 07:45:15
907,"China declares dogs are companions and should not be eaten, signalling possible end to brutal meat trade",04-09-2020 10:34:45
908,"Trump ‘spoke more with North Korea than with the Europeans,’ says EU Council chief",01-24-2021 12:19:43
909,"One million hours of UK police time a year 'wasted enforcing cannabis prohibition' - Liberal Democrats want to legalise it, on grounds the ban is an enormous waste of time and money",05-15-2017 00:01:17
910,"BBC News: Suspending Parliament was unlawful, court rules",09-24-2019 05:42:48
911,Hong Kong enters recession as protests show no sign of relenting,10-27-2019 23:42:23
912,"Trump isn’t welcome in UK after sharing far-right videos, London mayor says",11-30-2017 08:00:35
913,Scotland First Minister Nicola Sturgeon says it is 'hard to not conclude' Trump is a racist,06-05-2020 00:32:06
914,Hawaii Group Sets Record For Largest Haul of Plastic Removed From The Great Pacific Garbage Patch,06-28-2020 11:39:56
915,"Cat owners have been advised they could risk breaking the law if they force their pets into veganism. In the worst cases where cats are so malnourished, guidelines say owners could face a hefty fine or even a jail sentence if convicted under the UK Animal Welfare Act.",11-24-2018 06:03:40
916,Tsai Ing-wen says Beijing must face reality that Taiwan is ‘an independent country already’,01-15-2020 02:57:49
917,"US, Saudi Arabia and Uganda join forces to declare women have no intrinsic right to abortion",10-23-2020 08:44:08
918,"Taiwan and Australia have reached an agreement in which the two countries will exchange raw materials desperately needed to battle the coronavirus. Australia will provide 1 million liters of alcohol for disinfectant, Taiwan to send 3 metric tons of mask fabric",04-01-2020 08:16:40
919,Alzheimer’s Disease Damage Completely Erased in Human Cells by Changing Structure of One Protein,04-10-2018 15:07:24
920,Equifax had 'admin' as login and password in Argentina,09-13-2017 17:20:39
921,"With only days until Donald Trump takes office, the Obama announced new rules that will let the NSA share vast amounts of private data gathered without warrant, court orders or congressional authorization with 16 other agencies, including the FBI, DEA and DHS.",01-14-2017 22:12:48
922,Japan Calls For Denuclearized World On 72nd Anniversary Of Hiroshima,08-06-2017 21:25:03
923,Australia plans random drug tests for people receiving welfare,08-30-2017 07:50:43
924,Iran will ban Americans from entering the country in response to Trump’s “insulting” order restricting arrivals from Iran and six other Muslim states,01-28-2017 12:25:33
925,"Brazil to open up 860,000 acres of protected Amazon rainforest to logging, mining and farming",07-15-2017 10:47:42
926,Mexican president says he will not go to U.S. for meeting with Trump,01-26-2017 11:54:14
927,"Trump declines to denounce Putin over election meddling at summit, blames 'both countries'",07-16-2018 11:59:46
928,Okinawa demands answers from US after 61 marines contract coronovirus,07-12-2020 02:21:56
929,South Africa now requires companies to disclose salary gap between highest and lowest paid employees,12-31-2019 05:21:01
930,Apple bows to China by censoring Taiwan flag emoji,10-08-2019 19:59:07
931,"Vietnamese Blogger Gets 7 Years in Jail for Reporting on Toxic Spill - ""Taiwan-owned steel factory flushed cyanide and other chemicals through its waste pipeline, killed marine life and sickened people along a 120-mile stretch of coastline. It is one of Vietnam’s largest environmental disasters.""",11-27-2017 14:00:55
932,"Jared Kushner backed a blockade of Qatar after its government refused to invest in his indebted property, report says",03-03-2018 11:39:24
933,Brazilian gangsters impose curfew as President Bolsonaro calls coronavirus a ‘little flu’,03-26-2020 09:06:37
934,"More people think UK has handled coronavirus worse than Spain and Italy, poll shows: Only US is judged to have dealt with it worse.",05-10-2020 08:54:46
935,"Canada to pardon 500,000 people who have minor cannabis convictions. Process will waive $631 fee and eliminate 5 to 10 year wait times.",10-18-2018 07:56:12
936,Plummeting insect numbers threaten collapse of nature,02-10-2019 13:03:29
937,Twitter Is Blocking Tweets That Criticize How The Indian Government Has Handled The Pandemic,04-24-2021 20:58:59
938,"Malaysia: No more prison, only rehab for drug abusers and addicts under new law",02-19-2021 06:31:46
939,Trump Named ‘Worst President for Our Environment in History' by Nine Green Groups,02-08-2020 06:53:20
940,"Boris Johnson must go on trial for 'lying and misleading' in Brexit campaign, judge orders",05-29-2019 05:55:17
941,Trump admin. to reverse ban on elephant trophies from Africa,11-15-2017 18:47:42
942,Large study finds hydroxychloroquine Covid-19 treatments linked to greater risk of death and heart arrhythmia,05-22-2020 10:11:19
943,China warns US over ‘red line’ after American ambassador makes first Taiwan visit for 42 years,03-31-2021 20:57:02
944,"Efforts to retrieve the body of a US missionary killed by an endangered tribe should be abandoned, a rights group says. Survival International says the risk of spreading infection to the tribe is too great and increases with every contact",11-26-2018 11:31:35
945,Putin: Russia warns U.S. against 'meddling' in presidential election,12-27-2017 10:49:52
946,Son of Philippines' Duterte linked to $125 million drug shipment as his father's drug war kills thousands,09-07-2017 09:37:11
947,"No CEO or senior staff bonuses, raises, dividend payments or share buybacks allowed for companies using government's coronavirus support schemes",05-19-2020 08:30:54
